ZXR1500,467603.07229984156,0,0,13, United-States, <=50K
ZXR29807,385274.2484192528,0,0,40, United-States, >50K
ZXR29808,374004.7161330356,0,0,40, United-States, <=50K
ZXR29809,320176.02916378644,0,0,48, United-States, >50K
ZXR29810,268165.7830294624,0,0,20, United-States, <=50K
ZXR29811,496351.90776508104,0,0,40, United-States, >50K
ZXR29812,257473.38618487577,0,0,40, United-States, <=50K
ZXR29813,277196.658558644,0,0,50, United-States, <=50K
ZXR29814,450590.49129176274,0,0,40, United-States, >50K
ZXR29815,403871.47916065005,0,0,40, United-States, <=50K
ZXR29816,378296.55610230507,0,0,40, United-States, <=50K
ZXR29817,265013.2504638152,99999,0,60, United-States, >50K
ZXR29818,269758.10081400606,0,0,20, United-States, <=50K
ZXR29819,288991.2887037076,0,0,40, United-States, >50K
ZXR29820,357118.051873201,0,0,44, United-States, <=50K
ZXR29821,371685.03127669677,0,0,40, United-States, >50K
ZXR29822,385492.12403613323,0,0,40, Jamaica, <=50K
ZXR29823,424252.00449385954,0,0,38, United-States, <=50K
ZXR29824,308691.81509482395,15024,0,60, United-States, >50K
ZXR29825,287944.19636774395,0,0,40, United-States, <=50K
ZXR29826,427704.85370424454,0,0,56, United-States, <=50K
ZXR29827,398193.8823152679,0,0,38, United-States, <=50K
ZXR29828,265910.83786458394,0,0,40, United-States, >50K
ZXR29829,469560.7009321698,0,0,40, United-States, <=50K
ZXR29830,223662.35831111396,0,0,30, United-States, <=50K
ZXR29831,303863.06208661024,0,0,50, United-States, <=50K
ZXR29832,436046.4552647134,0,2754,25, United-States, <=50K
ZXR29833,481551.39042211877,0,0,35, United-States, <=50K
ZXR29834,122329.26405356481,0,0,40, ?, <=50K
ZXR29835,326512.0595342242,0,0,38, United-States, <=50K
ZXR29836,314786.4847224542,0,1887,55, United-States, >50K
ZXR29837,395486.400925857,0,0,40, United-States, <=50K
ZXR29838,445313.17286429874,0,0,55, United-States, >50K
ZXR29839,325376.55252645764,0,0,40, United-States, <=50K
ZXR29840,232464.34048282655,0,0,45, United-States, <=50K
ZXR29841,364284.4124746721,0,0,40, United-States, >50K
ZXR29842,353535.1800083767,0,0,40, ?, <=50K
ZXR29843,439853.09128303116,0,0,20, United-States, <=50K
ZXR29844,190706.31400679293,0,0,44, United-States, <=50K
ZXR29845,355136.99732458766,0,0,50, United-States, >50K
ZXR29846,250936.826233168,0,0,40, United-States, <=50K
ZXR29847,264609.9287962625,0,1977,48, United-States, >50K
ZXR29848,295259.2310554606,99999,0,40, United-States, >50K
ZXR29849,329467.2024538806,0,0,40, United-States, <=50K
ZXR29850,463629.7871508907,0,0,38, United-States, <=50K
ZXR29851,306868.55752589763,0,0,35, United-States, <=50K
ZXR29852,392549.7240884969,0,0,40, United-States, <=50K
ZXR29853,291792.4605017524,0,0,35, United-States, >50K
ZXR29854,495712.3500573225,0,0,40, United-States, <=50K
ZXR29855,245336.39219231802,0,0,8, United-States, <=50K
ZXR29856,430547.24170427816,0,0,40, Peru, <=50K
ZXR29857,342857.4942504779,0,0,45, United-States, <=50K
ZXR29858,341701.8194079051,0,0,40, United-States, >50K
ZXR29859,280162.0674581415,0,0,16, United-States, <=50K
ZXR29860,382969.53863386717,0,0,16, United-States, <=50K
ZXR29861,384988.5959258836,0,0,40, United-States, >50K
ZXR29862,378614.445992974,0,0,90, United-States, >50K
ZXR29863,405061.93526907417,0,0,40, United-States, <=50K
ZXR29864,423072.50841766235,0,0,10, United-States, <=50K
ZXR29865,306328.37156467873,0,0,73, United-States, >50K
ZXR29866,258152.8773303353,0,0,25, United-States, <=50K
ZXR29867,311670.4128396647,1173,0,75, United-States, <=50K
ZXR29868,457755.013540196,0,0,40, United-States, <=50K
ZXR29869,477971.46114073,0,0,40, United-States, <=50K
ZXR29870,331538.3444910662,0,0,40, United-States, >50K
ZXR29871,303914.987929292,0,0,40, United-States, <=50K
ZXR29872,343724.46489664994,0,0,40, United-States, <=50K
ZXR29873,399998.1446679563,0,1740,40, United-States, <=50K
ZXR29874,378649.0315376683,0,0,25, United-States, <=50K
ZXR29875,419875.56134315644,0,0,16, United-States, <=50K
ZXR29876,342309.8755502806,0,1092,40, United-States, <=50K
ZXR29877,127413.33861012006,0,0,55, United-States, >50K
ZXR29878,383308.68000139255,0,1977,50, United-States, >50K
ZXR29879,389427.8060646674,0,0,40, United-States, <=50K
ZXR29880,405679.68327841244,0,0,50, United-States, <=50K
ZXR29881,396372.88000986434,0,0,40, United-States, <=50K
ZXR29882,424569.68032017234,0,0,8, El-Salvador, <=50K
ZXR29883,302404.93249449984,0,0,40, United-States, <=50K
ZXR29884,271590.28531002614,0,0,40, United-States, <=50K
ZXR29885,374515.3925775287,0,0,46, United-States, <=50K
ZXR29886,274699.7731770012,0,0,40, United-States, <=50K
ZXR29887,209365.0188124871,0,0,45, United-States, <=50K
ZXR29888,264491.5266709947,0,0,40, United-States, >50K
ZXR29889,318892.43460168934,0,0,40, United-States, <=50K
ZXR29890,570720.6828162941,0,0,20, United-States, <=50K
ZXR29891,301869.45449988934,0,1669,55, United-States, <=50K
ZXR29892,274172.03892795416,0,0,40, United-States, >50K
ZXR29893,332210.9399875468,0,0,10, United-States, <=50K
ZXR29894,250437.7731621634,0,0,40, Puerto-Rico, <=50K
ZXR29895,500105.2868384875,0,0,55, United-States, <=50K
ZXR29896,290121.3868911352,0,0,55, United-States, >50K
ZXR29897,455937.2033235909,0,0,40, United-States, <=50K
ZXR29898,461558.9422468933,0,0,35, United-States, <=50K
ZXR29899,260535.1233918374,0,0,40, United-States, <=50K
ZXR29900,290028.98513977794,0,0,40, Mexico, <=50K
ZXR29901,400475.7378724723,0,0,40, United-States, <=50K
ZXR29902,109769.16999054933,0,0,10, United-States, <=50K
ZXR29903,210533.72178206922,0,0,40, United-States, <=50K
ZXR29904,431905.55724922684,0,0,50, United-States, <=50K
ZXR29905,218125.87574978796,0,0,50, United-States, <=50K
ZXR29906,455769.26098533464,1471,0,40, United-States, <=50K
ZXR29907,232466.34139944077,0,0,40, United-States, <=50K
ZXR29908,326676.2175394149,0,0,40, United-States, <=50K
ZXR29909,270815.67884514236,0,0,40, United-States, <=50K
ZXR29910,352730.5919130886,0,0,80, United-States, <=50K
ZXR29911,229976.67602609776,0,0,40, United-States, <=50K
ZXR29912,432724.81241348374,0,0,42, United-States, <=50K
ZXR29913,412161.1387456263,0,0,35, United-States, <=50K
ZXR29914,568020.1254094995,0,0,40, United-States, <=50K
ZXR29915,287203.77641102736,0,0,40, Mexico, <=50K
ZXR29916,385526.7370752916,15024,0,45, United-States, >50K
ZXR29917,386970.7213791002,0,0,40, United-States, <=50K
ZXR29918,132424.66596736133,0,0,50, United-States, >50K
ZXR29919,349811.18063990667,0,0,40, United-States, <=50K
ZXR29920,367296.66300396936,0,0,38, United-States, <=50K
ZXR29921,487593.7945205631,0,0,40, Dominican-Republic, <=50K
ZXR29922,313107.96019772685,0,2377,40, United-States, <=50K
ZXR29923,318058.8020756293,0,0,20, United-States, <=50K
ZXR29924,504644.67060982983,0,0,8, United-States, <=50K
ZXR29925,296889.6478972968,0,0,40, United-States, <=50K
ZXR29926,285841.60049479606,0,0,55, United-States, <=50K
ZXR29927,280430.9319126388,0,0,40, United-States, >50K
ZXR29928,281347.8941975015,0,0,40, United-States, <=50K
ZXR29929,326996.12944614573,0,0,38, United-States, <=50K
ZXR29930,311253.2144181262,0,0,38, ?, <=50K
ZXR29931,298298.4993823801,0,0,40, United-States, <=50K
ZXR29932,400131.77199306217,0,1902,55, India, >50K
ZXR29933,413883.81716373126,0,0,36, United-States, <=50K
ZXR29934,361887.60212538333,0,0,40, United-States, <=50K
ZXR29935,416626.5348575633,0,0,20, United-States, <=50K
ZXR29936,300137.9890363952,0,0,40, United-States, <=50K
ZXR29937,175115.19270825686,0,0,35, United-States, <=50K
ZXR29938,421739.2729757245,0,0,40, Portugal, <=50K
ZXR29939,346461.88068734517,0,0,30, United-States, <=50K
ZXR29940,390457.0335061624,0,0,15, El-Salvador, <=50K
ZXR29941,354381.584262674,0,0,59, Mexico, <=50K
ZXR29942,317398.9463867468,0,0,6, United-States, <=50K
ZXR29943,427294.073205741,0,0,55, United-States, <=50K
ZXR29944,309329.4881937237,0,0,40, United-States, <=50K
ZXR29945,233340.5751853474,9386,0,40, United-States, >50K
ZXR29946,379448.7140159807,0,0,45, United-States, >50K
ZXR29947,351617.5888906315,0,0,40, United-States, <=50K
ZXR29948,409180.39541817596,0,0,40, United-States, <=50K
ZXR29949,435100.176510552,0,0,15, United-States, <=50K
ZXR29950,498401.0629455373,0,0,50, United-States, <=50K
ZXR29951,356831.77290969266,4386,0,40, India, >50K
ZXR29952,421267.4229996591,0,0,36, United-States, >50K
ZXR29953,398583.2136345329,7298,0,50, United-States, >50K
ZXR29954,323227.2429404509,0,0,40, United-States, <=50K
ZXR29955,348058.34633163887,0,0,40, Nicaragua, <=50K
ZXR29956,235838.89286876057,0,0,60, United-States, >50K
ZXR29957,361931.4555536157,0,0,40, United-States, <=50K
ZXR29958,317484.3113634901,14344,0,50, United-States, >50K
ZXR29959,303586.8715510306,0,0,50, United-States, <=50K
ZXR29960,284070.6077925338,0,0,35, United-States, <=50K
ZXR29961,375342.77398749633,0,0,48, United-States, <=50K
ZXR29962,277550.6980105471,0,0,30, United-States, <=50K
ZXR29963,321614.7092373915,0,0,40, United-States, <=50K
ZXR29964,426767.07751102187,0,0,38, United-States, <=50K
ZXR29965,531770.584692515,0,0,40, Jamaica, <=50K
ZXR29966,436949.10119078436,0,0,65, United-States, <=50K
ZXR29967,439079.3077430795,2885,0,40, United-States, <=50K
ZXR29968,366781.72418702045,5178,0,40, United-States, >50K
ZXR29969,297060.57007669227,0,0,45, United-States, >50K
ZXR29970,350207.16548023396,0,0,65, United-States, >50K
ZXR29971,413022.0005914996,0,0,40, Mexico, <=50K
ZXR29972,353047.5987776562,0,0,42, Mexico, <=50K
ZXR29973,411068.922137561,2387,0,40, United-States, <=50K
ZXR29974,404554.62347828376,0,0,40, United-States, >50K
ZXR29975,241095.0012589622,0,0,14, Canada, <=50K
ZXR29976,421717.2970745699,0,0,40, United-States, <=50K
ZXR29977,375525.1112678868,0,0,80, United-States, <=50K
ZXR29978,367093.43497683224,0,0,95, United-States, <=50K
ZXR29979,272798.3700756931,0,0,30, Columbia, <=50K
ZXR29980,297230.33422546135,0,0,40, United-States, <=50K
ZXR29981,327277.27430322545,0,0,40, ?, <=50K
ZXR29982,383260.29786264815,0,0,40, El-Salvador, <=50K
ZXR29983,373548.2904716581,0,0,50, United-States, <=50K
ZXR29984,259735.45827703358,0,0,50, United-States, <=50K
ZXR29985,327084.6671645553,0,0,60, United-States, <=50K
ZXR29986,368352.8784484225,0,0,66, Yugoslavia, <=50K
ZXR29987,379605.6477793339,0,0,40, United-States, <=50K
ZXR29988,480087.8263123819,15024,0,55, United-States, >50K
ZXR29989,364941.16354150063,0,0,25, United-States, <=50K
ZXR29990,410086.04960057524,0,0,40, United-States, <=50K
ZXR29991,365313.09124885726,0,0,30, United-States, <=50K
ZXR29992,379611.2912315189,0,0,40, United-States, <=50K
ZXR29993,362734.3829883962,0,0,55, Outlying-US(Guam-USVI-etc), <=50K
ZXR29994,246160.95585366056,0,0,40, United-States, <=50K
ZXR29995,269300.1715946075,3137,0,50, United-States, <=50K
ZXR29996,513906.499709093,0,0,40, United-States, <=50K
ZXR29997,391977.4071002994,0,0,40, United-States, <=50K
ZXR29998,256217.68078659772,0,0,40, United-States, <=50K
ZXR29999,143847.02423472962,0,0,40, ?, <=50K
ZXR30000,279093.9348257664,0,0,40, United-States, <=50K
ZXR30001,531221.1558019782,0,0,15, United-States, <=50K
ZXR30002,431641.7425478356,0,0,24, United-States, <=50K
ZXR30003,451045.4854052911,0,0,40, United-States, <=50K
ZXR30004,213565.7603972681,0,0,40, ?, <=50K
ZXR30005,339760.4642595857,0,0,40, United-States, >50K
ZXR30006,211840.38091046544,0,0,40, Mexico, <=50K
ZXR30007,260584.96571100733,0,0,40, United-States, <=50K
ZXR30008,253260.51920867365,0,1974,40, United-States, <=50K
ZXR30009,442661.4644729481,0,0,40, United-States, >50K
ZXR30010,164639.9327456495,0,0,40, Taiwan, >50K
ZXR30011,336032.6093876403,0,0,40, United-States, <=50K
ZXR30012,219779.79092244533,0,0,15, United-States, <=50K
ZXR30013,502345.84346035135,0,0,40, United-States, <=50K
ZXR30014,324162.7829530136,0,0,30, Jamaica, <=50K
ZXR30015,432808.502264975,0,0,40, United-States, <=50K
ZXR30016,184694.1785079061,0,0,8, United-States, <=50K
ZXR30017,212034.8117869062,0,0,40, United-States, <=50K
ZXR30018,292988.0134959803,0,1887,50, United-States, >50K
ZXR30019,323074.7413163498,0,0,45, United-States, <=50K
ZXR30020,320279.893346227,0,0,40, United-States, <=50K
ZXR30021,441975.0857765187,0,0,40, United-States, >50K
ZXR30022,444609.67216982774,0,0,50, United-States, >50K
ZXR30023,400661.87426114565,0,0,25, United-States, <=50K
ZXR30024,486480.40900391014,0,1876,40, United-States, <=50K
ZXR30025,459705.609945487,0,0,70, United-States, <=50K
ZXR30026,459390.97533103835,0,1980,40, United-States, <=50K
ZXR30027,346956.6323739904,0,0,40, United-States, >50K
ZXR30028,266804.3968643616,0,0,35, United-States, <=50K
ZXR30029,484445.9848368904,0,0,40, United-States, >50K
ZXR30030,397072.5675682983,0,0,40, United-States, <=50K
ZXR30031,448656.9044625359,0,0,40, United-States, <=50K
ZXR30032,303221.47858110396,0,0,45, United-States, <=50K
ZXR30033,257672.87067391395,0,0,40, Canada, <=50K
ZXR30034,343004.3650551358,0,0,16, United-States, <=50K
ZXR30035,281715.729586799,0,0,50, United-States, >50K
ZXR30036,319481.2326624725,0,0,50, United-States, >50K
ZXR30037,419364.0140481499,0,0,40, United-States, >50K
ZXR30038,317032.9924569275,0,0,40, United-States, <=50K
ZXR30039,263458.74114525644,0,0,40, United-States, <=50K
ZXR30040,481140.4831075433,3464,0,40, United-States, <=50K
ZXR30041,365720.4991265527,0,0,40, United-States, <=50K
ZXR30042,335354.97258941806,0,0,48, United-States, >50K
ZXR30043,293747.3887188641,0,0,40, United-States, <=50K
ZXR30044,437973.9343526306,0,0,70, United-States, >50K
ZXR30045,339331.20061501616,0,0,35, United-States, <=50K
ZXR30046,369055.66404214385,0,0,45, United-States, <=50K
ZXR30047,472138.10182194435,0,0,8, United-States, <=50K
ZXR30048,401298.3213931787,0,0,22, United-States, <=50K
ZXR30049,281308.41855469916,0,1902,40, United-States, >50K
ZXR30050,590988.8649082705,0,0,40, United-States, >50K
ZXR30051,418161.95222504955,0,0,40, United-States, <=50K
ZXR30052,477445.6451252263,0,0,40, United-States, >50K
ZXR30053,237959.81074663147,0,0,36, United-States, <=50K
ZXR30054,291464.08726016834,0,0,48, United-States, <=50K
ZXR30055,239964.0108466536,0,0,45, United-States, <=50K
ZXR30056,465139.78003462066,0,0,43, India, >50K
ZXR30057,358600.56372944487,0,0,24, United-States, <=50K
ZXR30058,332712.00925267173,0,0,44, United-States, <=50K
ZXR30059,482612.04014153196,0,0,40, United-States, <=50K
ZXR30060,344882.0326269326,0,0,38, Canada, >50K
ZXR30061,586793.5220422029,0,0,55, United-States, >50K
ZXR30062,397977.04607150704,0,0,45, United-States, >50K
ZXR30063,558152.6222940736,0,0,40, United-States, <=50K
ZXR30064,364690.1528221867,0,0,20, United-States, <=50K
ZXR30065,440989.6316452172,0,0,45, United-States, <=50K
ZXR30066,259741.17214405717,0,0,40, United-States, <=50K
ZXR30067,283475.903526183,0,0,35, United-States, <=50K
ZXR30068,357859.9294997625,0,0,46, United-States, <=50K
ZXR30069,349595.771218122,0,0,60, United-States, >50K
ZXR30070,311543.07934925694,0,0,40, United-States, <=50K
ZXR30071,315397.7888776894,0,0,10, United-States, <=50K
ZXR30072,253481.0727096509,0,0,40, United-States, <=50K
ZXR30073,387715.9635795392,0,0,40, United-States, <=50K
ZXR30074,239188.6713828916,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
ZXR30075,145468.19513685573,0,0,32, United-States, <=50K
ZXR30076,413941.1992912581,0,0,40, United-States, <=50K
ZXR30077,487579.3493439619,0,0,40, United-States, <=50K
ZXR30078,464119.9461983535,0,0,40, Haiti, <=50K
ZXR30079,344375.6043614334,0,0,45, United-States, <=50K
ZXR30080,606748.0890762475,0,0,40, United-States, <=50K
ZXR30081,346062.76627868344,0,0,40, Canada, <=50K
ZXR30082,450445.4295268857,5013,0,40, United-States, <=50K
ZXR30083,318875.03302038525,0,0,50, United-States, <=50K
ZXR30084,212313.34503204247,4508,0,40, United-States, <=50K
ZXR30085,376592.509126919,0,0,25, El-Salvador, <=50K
ZXR30086,329474.3344937491,0,0,40, United-States, <=50K
ZXR30087,509769.83696919703,0,0,40, United-States, <=50K
ZXR30088,353099.1813284902,0,0,60, ?, <=50K
ZXR30089,471386.23996563983,0,0,40, Columbia, <=50K
ZXR30090,474207.0494210281,0,0,40, United-States, <=50K
ZXR30091,414546.4832285516,0,0,50, United-States, <=50K
ZXR30092,330468.1228515507,0,0,40, Puerto-Rico, <=50K
ZXR30093,499724.022663799,0,0,80, United-States, >50K
ZXR30094,305729.4885738776,0,0,35, United-States, <=50K
ZXR30095,414194.06106530316,0,0,44, United-States, >50K
ZXR30096,260778.34412472486,0,0,66, Mexico, <=50K
ZXR30097,232154.5856552212,0,0,56, United-States, <=50K
ZXR30098,501117.2392705659,0,0,55, United-States, <=50K
ZXR30099,264649.07824505534,0,0,40, Poland, <=50K
ZXR30100,413762.33762263914,0,0,35, United-States, >50K
ZXR30101,290717.6064379106,0,0,40, United-States, <=50K
ZXR30102,369724.9386974366,0,0,25, United-States, <=50K
ZXR30103,340498.73625220417,3137,0,42, United-States, <=50K
ZXR30104,152930.9369040318,0,0,40, United-States, <=50K
ZXR30105,332811.14926079905,0,0,40, United-States, <=50K
ZXR30106,401172.214676052,7688,0,50, United-States, >50K
ZXR30107,173857.70113881025,0,0,35, United-States, <=50K
ZXR30108,208440.0543141993,0,0,40, United-States, <=50K
ZXR30109,331749.56870255223,0,0,60, United-States, >50K
ZXR30110,398778.7062828867,0,0,50, United-States, <=50K
ZXR30111,310564.54156875174,0,0,37, United-States, <=50K
ZXR30112,202600.94577733811,15024,0,45, United-States, >50K
ZXR30113,359839.20110598207,0,0,40, United-States, <=50K
ZXR30114,422299.9110378552,0,0,40, United-States, <=50K
ZXR30115,305451.8315895653,0,0,40, United-States, >50K
ZXR30116,371602.8998459658,0,0,30, United-States, <=50K
ZXR30117,513040.81479788723,0,0,40, ?, <=50K
ZXR30118,329214.89427096606,0,0,43, United-States, <=50K
ZXR30119,310178.5395401089,0,0,40, United-States, <=50K
ZXR30120,201482.42233140027,0,0,35, United-States, <=50K
ZXR30121,174645.17282850813,0,0,40, United-States, <=50K
ZXR30122,380432.14896912454,0,0,65, United-States, <=50K
ZXR30123,161510.05080229492,0,0,40, United-States, <=50K
ZXR30124,326912.40588510607,0,0,84, United-States, <=50K
ZXR30125,250569.9262359669,7298,0,60, United-States, >50K
ZXR30126,366785.24308226485,0,0,6, United-States, <=50K
ZXR30127,305312.51256690826,0,0,45, ?, >50K
ZXR30128,457329.33893507323,3103,0,40, United-States, >50K
ZXR30129,303554.3911719541,0,0,16, United-States, <=50K
ZXR30130,249649.88827252222,0,0,40, United-States, >50K
ZXR30131,322175.9689468285,0,0,16, United-States, <=50K
ZXR30132,333353.35934756644,0,0,32, United-States, <=50K
ZXR30133,441174.3138824702,0,0,40, Peru, <=50K
ZXR30134,607784.5862489191,0,0,40, United-States, <=50K
ZXR30135,269659.11381984,0,0,40, United-States, <=50K
ZXR30136,313664.72934841487,0,0,52, United-States, <=50K
ZXR30137,322564.97241952055,0,0,42, United-States, <=50K
ZXR30138,256406.98974413896,0,0,48, United-States, <=50K
ZXR30139,348775.6948481109,3908,0,40, United-States, <=50K
ZXR30140,376841.15383404994,0,0,40, United-States, <=50K
ZXR30141,254077.59681510902,0,0,40, United-States, >50K
ZXR30142,386380.8108541218,0,0,47, United-States, <=50K
ZXR30143,402145.73362686316,0,0,20, United-States, <=50K
ZXR30144,203677.53849386235,15024,0,40, United-States, >50K
ZXR30145,217205.2567389342,0,0,50, United-States, <=50K
ZXR30146,371011.5140676286,0,0,46, United-States, <=50K
ZXR30147,407032.42314340826,0,0,60, United-States, <=50K
ZXR30148,422273.16929285234,0,0,40, Greece, <=50K
ZXR30149,537169.4244550588,7298,0,43, United-States, >50K
ZXR30150,129397.43298410394,0,0,50, India, >50K
ZXR30151,381598.0012452354,0,2415,30, United-States, >50K
ZXR30152,421947.5458776108,0,0,40, United-States, <=50K
ZXR30153,401420.5843431377,0,0,40, Ireland, <=50K
ZXR30154,368467.7904670412,0,0,30, United-States, <=50K
ZXR30155,436808.8160311634,0,0,40, United-States, <=50K
ZXR30156,308804.55352592724,0,0,30, United-States, <=50K
ZXR30157,504217.0337795974,0,0,60, United-States, >50K
ZXR30158,387401.8930497555,0,0,40, United-States, <=50K
ZXR30159,475568.5704688302,0,0,40, United-States, <=50K
ZXR30160,424871.3380056988,0,2002,45, United-States, <=50K
ZXR30161,339095.21699920803,0,0,30, United-States, <=50K
ZXR30162,251634.80092514755,0,0,50, United-States, <=50K
ZXR30163,386792.8130638534,0,0,40, Dominican-Republic, <=50K
ZXR30164,507898.32746396615,0,0,55, United-States, <=50K
ZXR30165,254958.06660325686,0,0,38, United-States, <=50K
ZXR30166,427022.17705367797,0,0,20, United-States, <=50K
ZXR30167,406364.11014311324,0,0,50, United-States, <=50K
ZXR30168,331668.7466219135,0,1977,40, Germany, >50K
ZXR30169,323356.1404503934,0,0,40, United-States, <=50K
ZXR30170,543700.3159886928,0,0,40, United-States, >50K
ZXR30171,334969.37958265305,0,0,35, United-States, <=50K
ZXR30172,380651.5609002518,0,0,22, United-States, <=50K
ZXR30173,177360.6409715451,0,0,40, Guatemala, <=50K
ZXR30174,308793.1447722395,7688,0,30, United-States, >50K
ZXR30175,388017.36795925803,0,1573,70, United-States, <=50K
ZXR30176,330785.00990787,0,0,40, United-States, <=50K
ZXR30177,319708.4382671389,0,0,60, United-States, >50K
ZXR30178,252120.78501681727,0,0,25, United-States, <=50K
ZXR30179,277900.132173689,0,0,40, United-States, >50K
ZXR30180,356737.22104800196,0,0,40, United-States, <=50K
ZXR30181,322562.3874183779,0,625,40, United-States, <=50K
ZXR30182,417663.09642266156,0,0,22, Dominican-Republic, <=50K
ZXR30183,356930.19890002295,0,0,40, United-States, <=50K
ZXR30184,611026.6774060198,0,0,40, United-States, <=50K
ZXR30185,299155.7528604084,0,0,40, United-States, <=50K
ZXR30186,336136.19440535107,0,0,40, United-States, >50K
ZXR30187,314801.93254664517,0,0,40, ?, <=50K
ZXR30188,469253.59566767944,0,0,40, United-States, <=50K
ZXR30189,275994.07543343457,0,1977,44, United-States, >50K
ZXR30190,279019.64604420273,4101,0,60, United-States, <=50K
ZXR30191,134849.35128057963,0,0,40, United-States, <=50K
ZXR30192,445315.38742337795,0,0,40, India, <=50K
ZXR30193,410457.3541405723,0,0,60, United-States, <=50K
ZXR30194,405991.92587230355,0,0,60, United-States, <=50K
ZXR30195,450433.5236731113,0,0,45, United-States, <=50K
ZXR30196,324504.1690295758,0,0,15, Germany, <=50K
ZXR30197,227487.66058729327,0,0,40, United-States, >50K
ZXR30198,200163.2365330326,0,0,50, United-States, <=50K
ZXR30199,348017.14217056154,0,0,40, United-States, >50K
ZXR30200,400901.2353550557,0,0,5, United-States, <=50K
ZXR30201,334809.45269045205,0,0,48, United-States, >50K
ZXR30202,214672.60085721238,0,0,40, United-States, >50K
ZXR30203,329755.200236714,0,0,50, United-States, >50K
ZXR30204,382553.1649850205,0,0,40, ?, >50K
ZXR30205,378967.70529911504,0,0,55, United-States, >50K
ZXR30206,435548.59510238544,0,0,40, United-States, <=50K
ZXR30207,504424.9732131737,0,0,25, United-States, <=50K
ZXR30208,400306.05104548286,0,0,24, United-States, <=50K
ZXR30209,378776.98939021333,0,0,30, United-States, <=50K
ZXR30210,417648.27198112966,0,0,40, United-States, <=50K
ZXR30211,369047.41636148735,0,0,12, United-States, <=50K
ZXR30212,398395.14508063585,0,0,30, United-States, <=50K
ZXR30213,401073.3657662385,0,0,40, Mexico, <=50K
ZXR30214,407211.0410920788,1173,0,45, Puerto-Rico, <=50K
ZXR30215,369131.6324179835,0,0,40, United-States, <=50K
ZXR30216,433306.0271294252,0,0,24, United-States, >50K
ZXR30217,258089.35670445827,0,0,40, United-States, >50K
ZXR30218,444826.293646748,0,0,40, United-States, <=50K
ZXR30219,547228.4687898234,0,0,40, United-States, >50K
ZXR30220,519826.2265099943,1409,0,40, United-States, <=50K
ZXR30221,268371.41895896685,0,0,40, United-States, <=50K
ZXR30222,354811.3841385833,0,0,40, United-States, >50K
ZXR30223,289652.09380093013,0,0,60, United-States, >50K
ZXR30224,284093.9368858513,0,0,35, United-States, <=50K
ZXR30225,340210.9323513296,0,0,40, United-States, <=50K
ZXR30226,167040.08481918706,0,0,40, United-States, <=50K
ZXR30227,401365.4520812807,7688,0,50, United-States, >50K
ZXR30228,432934.0509377294,0,0,35, United-States, >50K
ZXR30229,304004.0303570422,0,2258,62, United-States, >50K
ZXR30230,196174.97351616214,0,0,40, United-States, <=50K
ZXR30231,246333.80208122413,0,0,40, Italy, >50K
ZXR30232,413491.23397548223,0,0,40, United-States, <=50K
ZXR30233,332093.67842605145,0,0,50, United-States, <=50K
ZXR30234,433270.9730872139,0,0,45, United-States, >50K
ZXR30235,208407.4677817859,0,0,40, United-States, <=50K
ZXR30236,371502.72814561153,0,0,40, United-States, <=50K
ZXR30237,311125.99676833197,7688,0,40, United-States, >50K
ZXR30238,530614.2475549106,0,0,40, United-States, <=50K
ZXR30239,245192.63612587008,0,0,30, United-States, >50K
ZXR30240,318992.37118508737,0,0,15, Mexico, <=50K
ZXR30241,443282.0031445831,0,0,40, United-States, <=50K
ZXR30242,399213.6267325491,0,0,40, United-States, <=50K
ZXR30243,361473.86263767304,0,0,48, United-States, <=50K
ZXR30244,297718.06207341887,13550,0,60, United-States, >50K
ZXR30245,441223.82830177294,15024,0,50, United-States, >50K
ZXR30246,472989.0621664536,0,1848,40, United-States, >50K
ZXR30247,463461.0623602489,0,0,50, United-States, >50K
ZXR30248,529649.0531772593,0,0,15, United-States, <=50K
ZXR30249,281044.8329815463,0,0,40, United-States, <=50K
ZXR30250,289780.9743104481,0,0,40, United-States, <=50K
ZXR30251,281061.569179769,0,0,40, United-States, <=50K
ZXR30252,376547.03596251266,0,0,40, United-States, <=50K
ZXR30253,346513.0298566125,0,0,16, United-States, <=50K
ZXR30254,307722.41723371606,0,0,50, United-States, >50K
ZXR30255,323252.6679740803,0,0,25, Ecuador, <=50K
ZXR30256,405767.6645542964,0,0,40, United-States, <=50K
ZXR30257,293843.24067211215,0,0,40, United-States, <=50K
ZXR30258,286977.2442285287,0,0,70, United-States, >50K
ZXR30259,415177.99755471287,0,0,45, United-States, <=50K
ZXR30260,311054.1472001613,0,0,20, United-States, <=50K
ZXR30261,510379.86852008465,0,0,40, United-States, <=50K
ZXR30262,419917.3191610171,0,0,40, United-States, <=50K
ZXR30263,329288.31254087243,0,0,40, United-States, >50K
ZXR30264,457804.5627356472,2414,0,12, United-States, <=50K
ZXR30265,378064.41181878914,0,0,52, United-States, <=50K
ZXR30266,348831.2453757896,1797,0,20, United-States, <=50K
ZXR30267,346430.95428573084,4064,0,45, United-States, <=50K
ZXR30268,243351.87966123974,0,0,40, United-States, <=50K
ZXR30269,352316.9215933164,0,0,8, United-States, <=50K
ZXR30270,477895.3403983094,0,0,30, United-States, <=50K
ZXR30271,392659.54683748825,0,0,40, United-States, <=50K
