ZXR1500,50, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32025,38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32026,40, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR32027,44, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male
ZXR32028,37, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR32029,57, Private, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male
ZXR32030,56, Private, 7th-8th,4, Never-married, Other-service, Own-child, White, Female
ZXR32031,41, Private, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Male
ZXR32032,50, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male
ZXR32033,33, Private, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male
ZXR32034,29, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male
ZXR32035,28, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32036,35, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR32037,36, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male
ZXR32038,45, Private, Doctorate,16, Divorced, Prof-specialty, Unmarried, Black, Female
ZXR32039,30, Self-emp-not-inc, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male
ZXR32040,35, Self-emp-inc, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male
ZXR32041,27, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male
ZXR32042,22, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male
ZXR32043,24, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR32044,47, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32045,47, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32046,18, Private, 11th,7, Never-married, Other-service, Own-child, White, Female
ZXR32047,18, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male
ZXR32048,31, Local-gov, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male
ZXR32049,43, Self-emp-not-inc, Masters,14, Divorced, Other-service, Unmarried, White, Female
ZXR32050,45, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Other, Male
ZXR32051,39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32052,30, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male
ZXR32053,22, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR32054,30, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR32055,36, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32056,20, State-gov, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR32057,61, ?, 1st-4th,2, Married-civ-spouse, ?, Husband, White, Male
ZXR32058,27, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32059,59, Local-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32060,60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32061,43, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female
ZXR32062,35, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male
ZXR32063,40, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR32064,20, Private, 11th,7, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male
ZXR32065,47, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32066,40, Private, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Male
ZXR32067,20, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male
ZXR32068,75, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male
ZXR32069,25, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female
ZXR32070,47, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32071,29, Self-emp-not-inc, Assoc-acdm,12, Widowed, Sales, Unmarried, White, Female
ZXR32072,34, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32073,45, State-gov, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Female
ZXR32074,23, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR32075,46, Private, Assoc-acdm,12, Widowed, Adm-clerical, Unmarried, White, Female
ZXR32076,41, State-gov, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Black, Female
ZXR32077,29, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32078,17, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male
ZXR32079,39, Private, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32080,37, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female
ZXR32081,34, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male
ZXR32082,20, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male
ZXR32083,18, ?, HS-grad,9, Never-married, ?, Own-child, Asian-Pac-Islander, Female
ZXR32084,52, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32085,42, Local-gov, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female
ZXR32086,22, Private, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32087,66, State-gov, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female
ZXR32088,35, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32089,40, Local-gov, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR32090,21, Private, HS-grad,9, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female
ZXR32091,51, Local-gov, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Male
ZXR32092,34, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32093,24, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32094,43, Private, Bachelors,13, Married-spouse-absent, Adm-clerical, Unmarried, White, Female
ZXR32095,34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female
ZXR32096,42, Local-gov, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female
ZXR32097,41, Private, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male
ZXR32098,21, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Female
ZXR32099,64, Local-gov, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR32100,24, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR32101,23, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR32102,29, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR32103,44, Self-emp-not-inc, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female
ZXR32104,28, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32105,33, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR32106,35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32107,41, Private, 10th,6, Married-spouse-absent, Craft-repair, Not-in-family, White, Female
ZXR32108,42, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male
ZXR32109,51, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32110,32, Private, 11th,7, Never-married, Other-service, Unmarried, Black, Female
ZXR32111,37, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male
ZXR32112,18, Private, 11th,7, Never-married, Sales, Own-child, White, Female
ZXR32113,24, Private, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female
ZXR32114,29, ?, Some-college,10, Divorced, ?, Unmarried, White, Female
ZXR32115,45, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR32116,52, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32117,35, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female
ZXR32118,46, Self-emp-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female
ZXR32119,63, Private, HS-grad,9, Widowed, Exec-managerial, Unmarried, White, Male
ZXR32120,32, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR32121,24, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female
ZXR32122,72, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male
ZXR32123,35, ?, Some-college,10, Never-married, ?, Unmarried, White, Male
ZXR32124,29, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR32125,35, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32126,70, Private, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR32127,65, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male
ZXR32128,36, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female
ZXR32129,53, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male
ZXR32130,49, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32131,60, Private, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32132,18, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR32133,21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male
ZXR32134,42, Private, 10th,6, Never-married, Transport-moving, Not-in-family, Black, Male
ZXR32135,25, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR32136,32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32137,25, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR32138,47, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR32139,30, Private, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR32140,21, ?, Assoc-acdm,12, Never-married, ?, Own-child, White, Female
ZXR32141,38, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR32142,34, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR32143,37, Private, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Female
ZXR32144,56, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female
ZXR32145,52, State-gov, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32146,23, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male
ZXR32147,29, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR32148,45, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32149,23, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR32150,45, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32151,30, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male
ZXR32152,45, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR32153,26, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR32154,23, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR32155,24, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female
ZXR32156,43, Private, Masters,14, Widowed, Exec-managerial, Unmarried, White, Male
ZXR32157,42, Private, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Male
ZXR32158,72, Private, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female
ZXR32159,21, ?, Some-college,10, Never-married, ?, Own-child, White, Female
ZXR32160,57, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32161,24, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR32162,27, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR32163,54, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR32164,42, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32165,17, Private, 9th,5, Never-married, Other-service, Own-child, Black, Male
ZXR32166,48, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32167,39, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Female
ZXR32168,41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32169,50, Private, 7th-8th,4, Married-civ-spouse, Other-service, Wife, White, Female
ZXR32170,57, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male
ZXR32171,44, Local-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32172,20, ?, HS-grad,9, Never-married, ?, Not-in-family, White, Female
ZXR32173,49, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR32174,44, Private, Assoc-acdm,12, Never-married, Prof-specialty, Unmarried, Black, Female
ZXR32175,42, Private, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male
ZXR32176,18, ?, Some-college,10, Never-married, ?, Own-child, White, Male
ZXR32177,18, Private, 12th,8, Never-married, Other-service, Own-child, White, Male
ZXR32178,51, Private, HS-grad,9, Widowed, Tech-support, Unmarried, Black, Female
ZXR32179,28, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR32180,39, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female
ZXR32181,25, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR32182,41, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32183,39, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male
ZXR32184,42, Self-emp-not-inc, 11th,7, Separated, Other-service, Unmarried, White, Female
ZXR32185,33, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR32186,63, ?, 10th,6, Married-civ-spouse, ?, Husband, White, Male
ZXR32187,47, Private, Some-college,10, Divorced, Sales, Unmarried, White, Female
ZXR32188,27, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR32189,39, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32190,20, Private, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male
ZXR32191,49, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female
ZXR32192,70, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male
ZXR32193,46, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR32194,47, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR32195,35, Private, 9th,5, Never-married, Craft-repair, Not-in-family, White, Male
ZXR32196,24, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male
ZXR32197,22, ?, Some-college,10, Never-married, ?, Not-in-family, White, Male
ZXR32198,43, Private, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female
ZXR32199,60, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32200,53, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR32201,47, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female
ZXR32202,34, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
ZXR32203,37, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male
ZXR32204,35, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male
ZXR32205,23, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female
ZXR32206,27, ?, HS-grad,9, Married-civ-spouse, ?, Own-child, White, Female
ZXR32207,29, Private, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Male
ZXR32208,23, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male
ZXR32209,35, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female
ZXR32210,18, ?, HS-grad,9, Never-married, ?, Own-child, White, Female
ZXR32211,27, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR32212,56, ?, Some-college,10, Divorced, ?, Not-in-family, White, Female
ZXR32213,40, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR32214,31, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR32215,18, Private, Some-college,10, Never-married, Sales, Unmarried, White, Male
ZXR32216,25, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR32217,36, Private, Some-college,10, Never-married, Protective-serv, Unmarried, Black, Female
ZXR32218,38, Private, 10th,6, Divorced, Craft-repair, Not-in-family, White, Male
ZXR32219,52, Private, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male
ZXR32220,23, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Male
ZXR32221,48, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32222,34, ?, HS-grad,9, Never-married, ?, Unmarried, Black, Female
ZXR32223,46, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR32224,26, Private, HS-grad,9, Married-spouse-absent, Protective-serv, Not-in-family, White, Male
ZXR32225,47, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR32226,21, ?, Some-college,10, Never-married, ?, Own-child, White, Female
ZXR32227,65, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male
ZXR32228,31, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male
ZXR32229,38, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female
ZXR32230,68, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32231,26, Private, Bachelors,13, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female
ZXR32232,42, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male
ZXR32233,49, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32234,42, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female
ZXR32235,39, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32236,31, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32237,28, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32238,36, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female
ZXR32239,42, State-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female
ZXR32240,62, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR32241,21, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male
ZXR32242,21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Other, Female
ZXR32243,60, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male
ZXR32244,22, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female
ZXR32245,30, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32246,64, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female
ZXR32247,28, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female
ZXR32248,41, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32249,25, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male
ZXR32250,27, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR32251,40, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR32252,58, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32253,31, Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR32254,50, Local-gov, HS-grad,9, Widowed, Transport-moving, Unmarried, White, Female
ZXR32255,27, Private, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Male
ZXR32256,31, ?, HS-grad,9, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male
ZXR32257,50, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR32258,45, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male
ZXR32259,33, Private, 12th,8, Never-married, Protective-serv, Own-child, Black, Male
ZXR32260,62, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male
ZXR32261,38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32262,19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female
ZXR32263,30, Private, 11th,7, Married-civ-spouse, Other-service, Wife, Black, Female
ZXR32264,38, Private, Some-college,10, Divorced, Sales, Own-child, White, Female
ZXR32265,42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR32266,49, Self-emp-inc, Some-college,10, Divorced, Sales, Not-in-family, White, Male
ZXR32267,53, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32268,45, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32269,24, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female
ZXR32270,29, Private, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female
ZXR32271,24, Private, Some-college,10, Never-married, Sales, Own-child, White, Female
ZXR32272,38, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32273,25, Self-emp-inc, Assoc-voc,11, Never-married, Transport-moving, Unmarried, White, Male
ZXR32274,51, State-gov, 10th,6, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male
ZXR32275,17, ?, 11th,7, Never-married, ?, Own-child, White, Female
ZXR32276,19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female
ZXR32277,38, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32278,60, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female
ZXR32279,29, Self-emp-not-inc, HS-grad,9, Never-married, Sales, Not-in-family, White, Male
ZXR32280,66, ?, Some-college,10, Widowed, ?, Unmarried, Black, Female
ZXR32281,28, Federal-gov, 10th,6, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female
ZXR32282,36, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32283,57, ?, HS-grad,9, Married-civ-spouse, ?, Husband, Other, Male
ZXR32284,24, Private, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male
ZXR32285,43, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR32286,29, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32287,67, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR32288,20, Private, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male
ZXR32289,21, Private, Some-college,10, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male
ZXR32290,20, Private, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR32291,42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR32292,20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female
ZXR32293,19, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male
ZXR32294,34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR32295,40, Local-gov, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Female
ZXR32296,33, Private, Some-college,10, Separated, Other-service, Unmarried, Black, Female
ZXR32297,36, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Female
ZXR32298,43, Private, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male
ZXR32299,41, Local-gov, HS-grad,9, Separated, Other-service, Unmarried, Black, Female
ZXR32300,34, State-gov, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR32301,33, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, Other, Male
ZXR32302,47, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR32303,41, Private, 1st-4th,2, Married-civ-spouse, Sales, Husband, White, Male
ZXR32304,40, Private, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male
ZXR32305,28, Private, Bachelors,13, Never-married, Craft-repair, Own-child, Black, Male
ZXR32306,62, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR32307,29, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female
ZXR32308,46, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female
ZXR32309,28, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male
ZXR32310,57, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female
ZXR32311,22, Private, Some-college,10, Never-married, Sales, Own-child, White, Female
ZXR32312,28, Local-gov, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR32313,24, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR32314,54, Self-emp-not-inc, Bachelors,13, Divorced, Farming-fishing, Not-in-family, White, Male
ZXR32315,22, Private, 11th,7, Separated, Craft-repair, Not-in-family, White, Male
ZXR32316,36, State-gov, Bachelors,13, Never-married, Protective-serv, Unmarried, Black, Female
ZXR32317,50, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female
ZXR32318,18, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR32319,52, State-gov, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male
ZXR32320,41, Private, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male
ZXR32321,21, ?, HS-grad,9, Never-married, ?, Not-in-family, White, Female
ZXR32322,36, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female
ZXR32323,34, Self-emp-not-inc, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR32324,21, Private, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male
ZXR32325,46, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male
ZXR32326,57, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male
ZXR32327,61, Local-gov, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female
ZXR32328,22, State-gov, Some-college,10, Never-married, Transport-moving, Own-child, White, Male
ZXR32329,33, ?, 11th,7, Divorced, ?, Own-child, White, Male
